3.119999999999999929e+01 1.939999999999999858e+01 1.730990040000000146e-02 8.800000000000000000e+02 9.000000000000000000e+01 9.000000000000000000e+01 -2.215733329062827295e+01 3.187464254265407249e+00 3.400402556177695601e+00 3.400402556177695601e+00 1.970045563643031628e+00 6.780566712352396053e-01
3.119999999999999929e+01 1.939999999999999858e+01 1.222537429999999946e-02 8.800000000000000000e+02 9.000000000000000000e+01 9.000000000000000000e+01 -2.284543987446562241e+01 3.876878909612141655e+00 3.259357696643871094e+00 3.259357696643871094e+00 9.279668957321849376e-01 -7.475921953460937242e-02
3.119999999999999929e+01 1.939999999999999858e+01 2.652121099999999940e-03 8.800000000000000000e+02 9.000000000000000000e+01 9.000000000000000000e+01 -2.259967275698181766e+01 3.416582452162742811e+00 3.468375352263109335e+00 3.468375352263109335e+00 1.009365101250973229e+00 9.321520570615910231e-03
3.119999999999999929e+01 1.939999999999999858e+01 6.442406999999999821e-03 8.800000000000000000e+02 9.000000000000000000e+01 9.000000000000000000e+01 -2.341326729002995677e+01 3.684383539331463453e+00 3.438698114500205349e+00 3.438698114500205349e+00 6.043002066472992206e-01 -5.036841736532410296e-01
3.119999999999999929e+01 1.939999999999999858e+01 1.390723169999999974e-02 8.800000000000000000e+02 9.000000000000000000e+01 9.000000000000000000e+01 -2.275797766335422523e+01 3.357567461140806842e+00 3.253338981755526049e+00 3.253338981755526049e+00 1.097293351920847426e+00 9.284655841688413402e-02
3.119999999999999929e+01 1.939999999999999858e+01 1.321606170000000011e-02 8.800000000000000000e+02 9.000000000000000000e+01 9.000000000000000000e+01 -2.204327610471895582e+01 3.189656477292949432e+00 3.440583226466177535e+00 3.440583226466177535e+00 1.520125479419614845e+00 4.187928837006821836e-01
3.119999999999999929e+01 1.939999999999999858e+01 3.614580100000000084e-03 8.800000000000000000e+02 9.000000000000000000e+01 9.000000000000000000e+01 -2.157604215293874006e+01 2.951798939208480022e+00 3.457532949504397379e+00 3.457532949504397379e+00 3.347618674767699254e+00 1.208249249715120044e+00
3.119999999999999929e+01 1.939999999999999858e+01 4.737780999999999937e-03 8.800000000000000000e+02 9.000000000000000000e+01 9.000000000000000000e+01 -2.211669001042638527e+01 3.364438221403130314e+00 3.321629796588560168e+00 3.321629796588560168e+00 1.074270139239468458e+00 7.164149075297029934e-02
3.119999999999999929e+01 1.939999999999999858e+01 8.321559399999999343e-03 8.800000000000000000e+02 9.000000000000000000e+01 9.000000000000000000e+01 -2.357315426165690297e+01 3.900304399857859039e+00 3.144794918690422492e+00 3.144794918690422492e+00 3.546963162899733346e-01 -1.036493302680867146e+00
3.119999999999999929e+01 1.939999999999999858e+01 9.624303900000000592e-03 8.800000000000000000e+02 9.000000000000000000e+01 9.000000000000000000e+01 -2.190541750049531800e+01 3.078313691878996394e+00 3.264799501649743974e+00 3.264799501649743974e+00 1.461579214233809099e+00 3.795175047393008483e-01
