         0 -4.58110103e-20          0
      0.25 8.626484299e-21 1.4533286e-20
       0.5 3.970212198e-21 4.493576221e-21
      0.75 1.365572089e-21 -1.481328095e-21
         1 6.348760025e-21 8.383481399e-21
      1.25 5.824765044e-22 -5.353896972e-22
       1.5 8.028280474e-22 -1.229481083e-21
      1.75 -3.413713717e-22 -1.334380277e-21
         2 3.393486613e-21 -2.085094348e-21
      2.25 3.775558261e-21 -2.039932776e-21
       2.5 3.134264198e-21 9.334428595e-22
      2.75 1.217145366e-21 3.494901616e-21
         3 -2.026836945e-22 -3.87207927e-21
      3.25 1.351576698e-21 -7.00603362e-22
       3.5 -7.508881418e-21 4.307827335e-21
      3.75 2.187109464e-21 5.990797422e-21
         4 -1.0332662e-22 -3.751634391e-21
      4.25 5.761810433e-22 -1.299909527e-21
       4.5 -3.350357868e-21 -2.000414629e-21
      4.75 2.218538029e-21 2.214400406e-21
         5 6.217804454e-22 -9.684253986e-22
      5.25 -1.504581081e-21 6.948778366e-21
       5.5 8.712322383e-21 2.700797267e-21
      5.75 3.408331449e-20 -1.769230063e-20
         6 1.249708852e-20 -1.92298149e-20
      6.25 -1.615089385e-20 4.628809508e-20
       6.5 -4.613265947e-21 -3.493038535e-20
      6.75 -8.268113119e-20 -4.510921785e-21
         7 -4.231889272e-20 6.20553949e-21
      7.25 -1.511828325e-19 -4.344732878e-20
       7.5 -2.88158689e-19 1.599918867e-19
      7.75 -6.818642001e-19 1.294873011e-19
         8 1.307772674e-18 -2.49403719e-19
      8.25 1.886909192e-19 -4.216942516e-20
       8.5 -3.396235156e-20 -4.458261313e-20
      8.75 -3.524562385e-20 3.593509692e-20
         9 -8.952027223e-20 5.556602788e-20
      9.25 -7.132006588e-21 1.09507728e-20
       9.5 -1.263162519e-19 -2.354527726e-21
      9.75 8.379518123e-20 -1.411995781e-20
        10 -1.238079817e-20 -1.334180697e-20
     10.25 -1.833035154e-20 2.11089324e-20
      10.5 -1.089870465e-20 9.374018501e-21
     10.75 6.687000853e-21 7.404930446e-22
        11 2.828815834e-21 5.387050583e-21
     11.25 -8.990370547e-21 1.440159113e-21
      11.5 -1.758664752e-20 -1.264747999e-20
     11.75 -1.941985545e-21 7.526488893e-21
        12 -5.065901224e-21 1.645024644e-21
     12.25 -4.614346158e-21 -1.524362464e-21
      12.5 -4.352171057e-21 -6.395604726e-21
     12.75 -1.18058926e-21 -1.134076261e-21
        13 -7.529442196e-21 -5.206099272e-21
     13.25 -7.058551856e-22 2.014297309e-21
      13.5 -2.132457263e-21 2.780240336e-21
     13.75 -8.646437092e-21 2.046202141e-21
        14 2.227162786e-20 1.073734755e-20
     14.25 -1.454398644e-21 -3.689134353e-21
      14.5 6.744332379e-21 -6.079038429e-23
     14.75 -5.803443215e-21 -2.680730602e-21
        15 -2.107886568e-21 -1.491640662e-21
     15.25 3.544998542e-22 -4.889705684e-22
      15.5 -1.226313779e-21 -2.892961756e-21
     15.75 -1.293821709e-21 1.654558731e-21
        16 -2.932149919e-22 8.998638351e-22
     16.25 -5.887273457e-22 -2.104029183e-22
      16.5 -1.25556493e-21 7.464583728e-23
     16.75 8.248796191e-22 -1.149603192e-22
        17 -6.578785604e-22 2.494295868e-22
     17.25 7.549957025e-22 1.144218019e-21
      17.5 -5.588359451e-22 2.907051393e-22
     17.75 -4.067427075e-22 -1.36017504e-21
        18 2.674128058e-22 2.657112925e-23
     18.25 -9.851717539e-23 6.042872393e-22
      18.5 -1.65874868e-23 -8.400480524e-22
     18.75 3.771095535e-22 -6.044461847e-22
        19 1.226996369e-21 4.481526308e-22
     19.25 -1.735876452e-21 -4.14297102e-22
      19.5 2.938708261e-23 7.708142946e-22
     19.75 -3.222756284e-22 3.549500574e-22
        20 -4.363797998e-22 -3.014434234e-22
     20.25 9.647480117e-22 -7.750830427e-22
      20.5 1.79462152e-22 -4.843037292e-22
     20.75 -6.146180016e-22 4.2333125e-22
        21 -2.910215733e-22 -7.499567866e-22
     21.25 4.463699189e-23 1.138107265e-21
      21.5 1.447991059e-23 -2.033600991e-22
     21.75 2.128769481e-22 3.179104084e-22
        22 -3.02023542e-22 3.482559619e-22
     22.25 -5.566049454e-23 1.446943709e-22
      22.5 -2.376014097e-22 -3.11070678e-22
     22.75 2.047473288e-22 1.959830663e-22
        23 -2.085868554e-23 -7.373546231e-23
     23.25 -3.769406396e-22 6.311734632e-23
      23.5 5.146564833e-23 -4.987555354e-22
     23.75 -2.540438753e-23 1.344262678e-22
        24 6.491186605e-23 5.390060342e-23
     24.25 5.447568826e-23 8.99615262e-23
      24.5 1.292696811e-22 -2.590027103e-23
     24.75 3.344982483e-24 3.600462417e-23
        25 -4.285295031e-23 6.862020981e-23
     25.25 -2.211256393e-22 -2.256524897e-22
      25.5 1.509212955e-22 -2.886793737e-24
     25.75 8.236610225e-23 -2.788430777e-24
        26 -7.509610664e-23 -6.090737971e-23
     26.25 6.864302959e-23 6.451864492e-24
