         0 -5.681420872e-18          0
      0.25 6.141851925e-19 3.930556189e-22
       0.5 5.690655247e-19 -8.800919105e-22
      0.75 4.983294062e-19 3.548691214e-22
         1 4.112627698e-19 1.442864939e-21
      1.25 3.160697245e-19 4.118668348e-22
       1.5 2.249782823e-19 -3.345043399e-22
      1.75 1.436800027e-19 -2.614321381e-21
         2 7.340481778e-20 3.143114452e-21
      2.25 2.670973938e-20 1.944817161e-22
       2.5 -1.300810461e-21 6.938514048e-22
      2.75 -1.270239654e-20 -3.394002016e-22
         3 -1.447111295e-20 -2.298406641e-21
      3.25 -1.192095506e-20 1.458000941e-21
       3.5 -7.422599283e-21 8.218600323e-22
      3.75 3.226302724e-21 -1.136572735e-21
         4 3.737648134e-21 -2.264793238e-21
      4.25 4.04443601e-21 -1.003040992e-21
       4.5 1.9774446e-22 -1.461855019e-21
      4.75 -4.311959817e-21 1.571761718e-21
         5 -9.114695096e-21 5.612638433e-21
      5.25 -1.406126326e-20 1.11687735e-20
       5.5 -1.167157085e-20 1.787582423e-20
      5.75 -7.86549121e-21 2.222759038e-20
         6 -5.308816226e-22 1.196292064e-20
      6.25 -3.228159537e-20 3.0654841e-20
       6.5 9.059154106e-20 6.820935968e-20
      6.75 1.321384294e-19 1.047727213e-20
         7 4.322302786e-19 -3.287812255e-19
      7.25 -2.05032521e-19 -1.062553727e-19
       7.5 -2.753693422e-20 -2.881171251e-19
      7.75 -5.843795565e-19 5.385861256e-19
         8 -1.558351098e-19 6.697418389e-20
      8.25 2.045997693e-19 2.668356634e-20
       8.5 1.414743778e-19 5.660163674e-20
      8.75 -6.746162934e-20 7.913079537e-20
         9 5.840396981e-20 -8.859516624e-20
      9.25 6.695286291e-20 -9.362798516e-20
       9.5 -5.027695135e-20 -9.880796842e-20
      9.75 1.595096448e-20 5.328656432e-21
        10 2.29462512e-20 3.352255275e-20
     10.25 -2.119746984e-20 9.389082708e-22
      10.5 6.844961471e-21 1.084154564e-20
     10.75 8.338311208e-21 6.720003957e-21
        11 4.494948755e-21 9.954005677e-21
     11.25 6.169933317e-21 -9.381323488e-21
      11.5 -8.698738139e-21 4.155641264e-21
     11.75 4.893934778e-21 -3.946337394e-21
        12 7.191850872e-21 4.873858995e-21
     12.25 -4.660257537e-21 -6.606163865e-21
      12.5 6.626700734e-21 9.26745892e-22
     12.75 -4.214987054e-21 -2.1736876e-21
        13 4.555485019e-21 -2.341936538e-22
     13.25 6.451610983e-21 1.144033277e-20
      13.5 -8.231437565e-21 1.47437823e-20
     13.75 -1.308315951e-21 7.323740208e-21
        14 5.532022916e-21 -1.636992001e-20
     14.25 -7.021110303e-21 -1.110766173e-20
      14.5 -2.005372536e-21 -3.325703722e-21
     14.75 -2.206446995e-21 1.937087419e-21
        15 8.029213702e-23 -3.669881366e-21
     15.25 2.281361518e-21 2.098630875e-21
      15.5 5.014193605e-22 6.783141792e-22
     15.75 2.076655277e-22 1.471004472e-21
        16 1.826663063e-21 -5.182388877e-22
     16.25 -1.933653797e-21 3.57407081e-21
      16.5 1.483907939e-21 -1.864290417e-21
     16.75 -1.197542429e-21 2.40009076e-21
        17 -8.983677458e-23 -9.442133247e-22
     17.25 1.23878089e-21 -8.529481873e-22
      17.5 -1.63838611e-21 9.526482612e-22
     17.75 2.615064376e-21 -1.531312921e-21
        18 -2.56572801e-21 1.254669881e-21
     18.25 -1.060843744e-21 -1.976377763e-21
      18.5 3.840783628e-21 3.913706281e-21
     18.75 -1.794107037e-21 -2.514195647e-21
        19 -1.360999789e-22 6.216232013e-22
     19.25 -3.021242233e-22 1.198177334e-21
      19.5 1.970777867e-22 -6.013367252e-22
     19.75 -6.519650602e-22 -1.002289438e-22
        20 6.121638398e-22 -2.621577447e-22
     20.25 -2.421375143e-22 -4.037320748e-22
      20.5 7.774699321e-23 2.060707159e-22
     20.75 -2.932632549e-22 -3.116352616e-22
        21 1.595933679e-22 3.402184198e-22
     21.25 -1.401238034e-22 -7.888004198e-24
      21.5 4.789341145e-24 7.442481518e-23
     21.75 -4.250777085e-23 -1.500308964e-22
        22 -4.192550763e-22 -3.91393923e-22
     22.25 -6.605148898e-22 -3.68795954e-23
      22.5 -9.242504655e-22 6.782694837e-23
     22.75 -4.857016584e-22 -6.312655724e-23
        23 -5.125218541e-23 4.367011638e-22
     23.25 1.102905413e-20 2.318031789e-21
      23.5 -8.266948432e-21 -3.436952611e-22
     23.75 -1.234379796e-20 6.810643696e-22
        24 1.206111167e-20 -1.750811156e-21
     24.25 2.121317199e-21 -3.867505606e-22
      24.5 5.062506228e-22 -2.431436891e-22
     24.75 -1.799115105e-22 -1.311824626e-22
        25 -2.904990437e-22 -3.602310418e-23
     25.25 -4.719302242e-22 -1.120922227e-23
      25.5 -4.0618626e-22 5.930546934e-23
     25.75 -2.77131186e-22 -5.273335813e-23
        26 -2.196177387e-22 5.960286732e-23
     26.25 -1.916836314e-22 1.404136022e-22
      26.5 -1.462971534e-22 6.917096586e-23
     26.75 -6.641833782e-23 -3.579926688e-24
        27 -4.489937257e-23 5.488225632e-23
     27.25 6.856073968e-23 9.786254e-24
      27.5 7.810768583e-24 -4.708763986e-23
     27.75 2.815271274e-23 -3.063718993e-23
        28 -2.256543839e-23 -1.415855981e-23
     28.25 -2.303047986e-23 -2.513547492e-23
      28.5 -4.856309876e-23 1.376825577e-23
     28.75 9.221214051e-24 7.973281956e-23
        29 -2.063390944e-23 2.744446273e-23
     29.25 5.717293184e-23 -2.611442793e-23
      29.5 -4.133971112e-23 -2.03215403e-23
     29.75 -1.109040911e-23 1.674451711e-23
        30 -9.86892045e-24 2.553912669e-23
     30.25 -3.029211253e-25 8.631094322e-24
      30.5 1.203836444e-23 5.11576494e-24
     30.75 -4.689977139e-23 -8.456727741e-25
        31 -1.183931806e-23 -1.324499444e-23
     31.25 -3.859611792e-24 -3.078249708e-23
      31.5 2.169510344e-23 -1.756397913e-23
     31.75 -1.384534727e-23 2.625318173e-23
        32 -6.387633678e-26 2.669895574e-23
     32.25 3.207392385e-23 -1.332846396e-23
      32.5 -7.78027339e-24 4.475576605e-24
     32.75 4.964742479e-24 4.30770132e-24
        33 -2.861915378e-23 1.564080924e-23
     33.25 -1.5851387e-23 -1.810251102e-24
      33.5 -1.779759309e-23 1.149351562e-23
     33.75 8.279319104e-24 1.752073382e-23
        34 7.087159221e-24 -2.917897822e-23
     34.25 1.623487222e-23 2.572263838e-23
      34.5 -3.862379275e-25 -1.306385597e-23
     34.75 1.037901714e-23 1.032738741e-23
        35 2.760222883e-23 -2.266008855e-23
     35.25 -4.521330398e-23 -2.435078563e-24
      35.5 1.797014302e-23 -7.143557974e-24
     35.75 -2.168963336e-23 7.09856933e-24
        36 -2.451983368e-23 2.360482726e-23
     36.25 1.159110928e-23 2.165604284e-24
      36.5 -3.884106425e-23 2.793674096e-23
     36.75 4.923323195e-24 -1.099283876e-23
        37 1.430960541e-23 6.020545773e-24
     37.25 2.99739566e-23 -2.003771772e-23
      37.5 1.39565088e-23 -2.284512675e-23
     37.75 -2.208115357e-24 1.177819228e-26
        38 -2.131773799e-23 6.723193217e-24
     38.25 1.961490535e-23 3.007119415e-24
      38.5 -9.432654458e-24 1.860457793e-23
     38.75 -1.140191652e-23 7.459520435e-24
        39 -9.799685234e-24 -1.698381401e-23
     39.25 -1.577935057e-24 2.354015553e-23
      39.5 8.556163608e-24 -9.898443802e-24
     39.75 1.682252339e-23 2.013174828e-24
        40 -5.528779382e-24 -2.226431855e-25
     40.25 -1.272123104e-23 -3.666946957e-24
      40.5 -3.276339738e-24 -8.672299079e-24
     40.75 -4.023055037e-24 2.000964575e-23
        41 2.003051173e-23 -1.792604002e-23
     41.25 -1.951772069e-23 5.837616906e-24
      41.5 8.880820279e-25 4.303823046e-24
     41.75 -1.38974503e-23 5.207185227e-24
        42 2.546274974e-23 -1.48607398e-23
     42.25 8.18270568e-24 1.449212051e-23
      42.5 -8.601709406e-24 1.362467165e-23
     42.75 -1.414313225e-23 -9.99210433e-24
        43 4.020495462e-24 -8.893263336e-24
     43.25 -2.372184436e-24 -1.761030403e-23
      43.5 -1.452993146e-23 -1.947097043e-23
     43.75 -1.803314269e-23 1.200272005e-23
        44 9.975723629e-24 1.732085593e-23
     44.25 1.743829509e-23 2.093596283e-23
      44.5 1.863258382e-23 -6.177326481e-24
     44.75 1.201898207e-23 1.759496612e-24
        45 -2.460853125e-24 9.310662037e-24
     45.25 -2.372770533e-23 -1.263605959e-23
      45.5 -1.825602492e-23 -6.408690194e-25
     45.75 1.025710946e-23 -2.392343276e-23
        46 -6.027315427e-24 2.325143941e-23
     46.25 5.109240046e-24 8.405271247e-24
      46.5 2.729127186e-24 1.149079748e-23
     46.75 -2.125774433e-24 -1.148776279e-23
        47 -4.300877334e-24 -1.540451318e-23
     47.25 3.316877256e-24 1.31024461e-23
      47.5 -8.897973319e-25 9.492062536e-24
     47.75 5.921687411e-24 -1.220467728e-23
        48 5.41132676e-25 -8.779697693e-24
     48.25 4.815927054e-24 2.473256377e-23
      48.5 -1.716518785e-23 -1.628435301e-23
     48.75 9.445073191e-24 -1.262931592e-23
        49 -1.129171383e-23 7.997450724e-24
